Sigla,País,Ano,Valor Bruto,Pontuação Final,Rank,Continente
QAT,Qatar,2024,3.110433088339539,1.2744499783829004,83.0,AS
ROU,Romania,2019,3.8789289861426894,1.342258439953767,71.0,EU
ROU,Romania,2021,6.832595412368319,1.6028760657972043,64.0,EU
ROU,Romania,2024,6.934658211374635,1.6118816068859971,63.0,EU
RWA,Rwanda,2019,0.6341500009662371,1.0559544118499622,107.0,AF
RWA,Rwanda,2021,0.916840402120548,1.0808976825400485,109.0,AF
RWA,Rwanda,2024,1.082673159632213,1.0955299846734303,108.0,AF
SAU,Saudi Arabia,2019,1.3863520805706435,1.1223251835797627,91.0,AS
SAU,Saudi Arabia,2021,5.846996702697848,1.5159114737674573,69.0,AS
SAU,Saudi Arabia,2024,7.499707128312508,1.6617388642628683,61.0,AS
SEN,Senegal,2019,1.3955384241178102,1.1231357433045126,90.0,AF
SEN,Senegal,2021,1.8978016484839624,1.1674530866309378,95.0,AF
SEN,Senegal,2024,2.1378781352601823,1.188636306052369,93.0,AF
SGP,Singapore,2019,16.160337452585633,2.425912128169321,29.0,AS
SGP,Singapore,2021,13.35569869584295,2.178444002574378,40.0,AS
SGP,Singapore,2024,10.565419671497274,1.932242912190936,47.0,AS
SLE,Sierra Leone,2019,0.2879079008489169,1.0254036383101983,114.0,AF
SLE,Sierra Leone,2021,0.5341178057590543,1.0471280416846225,114.0,AF
SLE,Sierra Leone,2024,0.6790396635209012,1.0599152644283147,111.0,AF
SLV,El Salvador,2019,3.068531335660701,1.2707527649112382,75.0,SA
SLV,El Salvador,2021,4.448926015658846,1.39255229549931,77.0,SA
SLV,El Salvador,2024,5.68356041622518,1.5014906249610451,67.0,SA
SRB,Serbia,2019,0.9483603639631948,1.0836788556438113,101.0,EU
SRB,Serbia,2021,1.7610970449255798,1.1553909157287277,99.0,EU
SRB,Serbia,2024,1.8162375574768783,1.1602562550714892,99.0,EU
SVK,Slovak Republic,2019,2.646026501454125,1.2334729265988933,82.0,EU
SVK,Slovak Republic,2021,5.254915882029235,1.4636690484143442,73.0,EU
SVK,Slovak Republic,2024,4.424801288221928,1.3904236430784054,77.0,EU
SVN,Slovenia,2019,13.617904980261176,2.2015798511995155,33.0,EU
SVN,Slovenia,2021,21.744585404483264,2.918639888630876,26.0,EU
SVN,Slovenia,2024,21.03307350209747,2.855859426655659,27.0,EU
SWE,Sweden,2019,18.326972660227632,2.6170858229612617,23.0,EU
SWE,Sweden,2021,26.777557302262032,3.362725644317238,16.0,EU
SWE,Sweden,2024,28.571097803440733,3.5209792179506527,17.0,EU
THA,Thailand,2019,42.93988340791229,4.788813241874614,7.0,AS
THA,Thailand,2021,48.66523359349795,5.29399119942629,7.0,AS
THA,Thailand,2024,29.13965114156519,3.5711456889616344,16.0,AS
TJK,Tajikistan,2019,0.1461749506014815,1.0128977897589542,117.0,AS
TJK,Tajikistan,2021,0.3586228702385719,1.0316431944328153,117.0,AS
TJK,Tajikistan,2024,0.3258799835342842,1.0287541161942015,118.0,AS
TTO,Trinidad and Tobago,2019,1.341122715474986,1.1183343572477928,92.0,SA
TTO,Trinidad and Tobago,2021,0.4991274687835778,1.0440406590103155,115.0,SA
TTO,Trinidad and Tobago,2024,0.4845653051349349,1.0427557622177883,116.0,SA
TUN,Tunisia,2019,2.750569267812024,1.242697288336355,78.0,AF
TUN,Tunisia,2021,4.642826782226773,1.4096611866670683,75.0,AF
TUN,Tunisia,2024,4.738802870621538,1.4181296650548416,74.0,AF
TUR,Turkiye,2019,12.620016038079193,2.1135308268893405,38.0,AS
TUR,Turkiye,2021,23.097599803664583,3.0380235120880514,21.0,AS
TUR,Turkiye,2024,27.910114605740333,3.462657171094736,18.0,AS
TZA,Tanzania,2019,6.506119110553778,1.5740693332841569,57.0,AF
TZA,Tanzania,2021,8.154238894229808,1.719491667137924,57.0,AF
TZA,Tanzania,2024,8.722911452246624,1.7696686575511726,56.0,AF
URY,Uruguay,2019,3.965007942026472,1.3498536419435123,69.0,SA
URY,Uruguay,2021,4.539288961104387,1.4005254965680345,76.0,SA
URY,Uruguay,2024,4.019976198088768,1.354703782184303,79.0,SA
USA,United States,2019,12.98131551380301,2.145410192394383,36.0,NA
USA,United States,2021,22.2136353405324,2.960026647694036,22.0,NA
USA,United States,2024,24.62949879603643,3.1731910702385084,20.0,NA
UZB,Uzbekistan,2019,0.1844221108220483,1.0162725391901808,115.0,AS
UZB,Uzbekistan,2021,0.6211734636783472,1.0548094232657366,111.0,AS
UZB,Uzbekistan,2024,0.6725318395505654,1.0593410446662264,112.0,AS
VEN,"Venezuela, RB",2019,4.465959560823409,1.394055255366771,66.0,SA
VEN,"Venezuela, RB",2021,7.44606708998267,1.6570059197043534,60.0,SA
VEN,"Venezuela, RB",2024,8.425506871368803,1.7434270768854827,57.0,SA
VNM,Viet Nam,2019,16.577376734749812,2.462709711889689,26.0,AS
VNM,Viet Nam,2021,19.339859969458736,2.7064582325993003,30.0,AS
VNM,Viet Nam,2024,14.714860911045378,2.298370080386357,35.0,AS
ZAF,South Africa,2019,15.96268637402605,2.408472327119945,30.0,AF
ZAF,South Africa,2021,20.29141669706586,2.7904191203293403,27.0,AF
ZAF,South Africa,2024,17.087283858029792,2.507701516884982,33.0,AF
ZMB,Zambia,2019,1.194951193045083,1.1054368699745662,96.0,AF
ZMB,Zambia,2021,1.5446406131229249,1.136291818804964,101.0,AF
ZMB,Zambia,2024,1.819400452269476,1.1605353340237774,98.0,AF
ZWE,Zimbabwe,2019,0.8206144028007113,1.0724071531882982,104.0,AF
ZWE,Zimbabwe,2021,1.1694141833254692,1.1031836044110708,104.0,AF
ZWE,Zimbabwe,2024,1.2012954808963094,1.105996660079086,106.0,AF
